count,movie_title,imdb_score,year,gross,budget,profit_markup_pr,continent,genre,mycolor,num_critic_for_reviews,country,lat,long,code
1,Australia ,6.6,2008,49551662,130000000,-62,Australia,Adventure,loss,245,Australia,-35.26666667,149.133333,AU
1,Australia ,6.6,2008,49551662,130000000,-62,Australia,Drama,loss,245,Australia,-35.26666667,149.133333,AU
1,Australia ,6.6,2008,49551662,130000000,-62,Australia,Romance,loss,245,Australia,-35.26666667,149.133333,AU
1,Australia ,6.6,2008,49551662,130000000,-62,Australia,War,loss,245,Australia,-35.26666667,149.133333,AU
1,Mad Max 2: The Road Warrior ,7.6,1981,9003011,2000000,350,Australia,Action,profit,177,Australia,-35.26666667,149.133333,AU
1,Mad Max 2: The Road Warrior ,7.6,1981,9003011,2000000,350,Australia,Adventure,profit,177,Australia,-35.26666667,149.133333,AU
1,Mad Max 2: The Road Warrior ,7.6,1981,9003011,2000000,350,Australia,Sci-Fi,profit,177,Australia,-35.26666667,149.133333,AU
1,Mad Max 2: The Road Warrior ,7.6,1981,9003011,2000000,350,Australia,Thriller,profit,177,Australia,-35.26666667,149.133333,AU
1,Shine ,7.7,1996,35811509,5500000,551,Australia,Biography,profit,71,Australia,-35.26666667,149.133333,AU
1,Shine ,7.7,1996,35811509,5500000,551,Australia,Drama,profit,71,Australia,-35.26666667,149.133333,AU
1,Shine ,7.7,1996,35811509,5500000,551,Australia,Music,profit,71,Australia,-35.26666667,149.133333,AU
1,Shine ,7.7,1996,35811509,5500000,551,Australia,Romance,profit,71,Australia,-35.26666667,149.133333,AU
1,The Proposition ,7.4,2005,1900725,2000000,-5,Australia,Crime,loss,168,Australia,-35.26666667,149.133333,AU
1,The Proposition ,7.4,2005,1900725,2000000,-5,Australia,Drama,loss,168,Australia,-35.26666667,149.133333,AU
1,The Proposition ,7.4,2005,1900725,2000000,-5,Australia,Western,loss,168,Australia,-35.26666667,149.133333,AU
1,Opal Dream ,6.6,2006,13751,11400000,-100,Australia,Drama,loss,24,Australia,-35.26666667,149.133333,AU
1,Opal Dream ,6.6,2006,13751,11400000,-100,Australia,Family,loss,24,Australia,-35.26666667,149.133333,AU
1,The Blood of Heroes ,6.5,1989,882290,10000000,-91,Australia,Action,loss,21,Australia,-35.26666667,149.133333,AU
1,The Blood of Heroes ,6.5,1989,882290,10000000,-91,Australia,Sci-Fi,loss,21,Australia,-35.26666667,149.133333,AU
1,The Blood of Heroes ,6.5,1989,882290,10000000,-91,Australia,Sport,loss,21,Australia,-35.26666667,149.133333,AU
1,House of Wax ,5.3,2005,32048809,30000000,7,Australia,Horror,profit,228,Australia,-35.26666667,149.133333,AU
1,The Crocodile Hunter: Collision Course ,5.4,2002,28399192,13000000,118,Australia,Action,profit,61,Australia,-35.26666667,149.133333,AU
1,The Crocodile Hunter: Collision Course ,5.4,2002,28399192,13000000,118,Australia,Adventure,profit,61,Australia,-35.26666667,149.133333,AU
1,The Crocodile Hunter: Collision Course ,5.4,2002,28399192,13000000,118,Australia,Comedy,profit,61,Australia,-35.26666667,149.133333,AU
1,The Crocodile Hunter: Collision Course ,5.4,2002,28399192,13000000,118,Australia,Family,profit,61,Australia,-35.26666667,149.133333,AU
1,The Great Gatsby ,7.3,2013,144812796,105000000,38,Australia,Drama,profit,490,Australia,-35.26666667,149.133333,AU
1,The Great Gatsby ,7.3,2013,144812796,105000000,38,Australia,Romance,profit,490,Australia,-35.26666667,149.133333,AU
1,"I, Frankenstein ",5.1,2014,19059018,65000000,-71,Australia,Action,loss,308,Australia,-35.26666667,149.133333,AU
1,"I, Frankenstein ",5.1,2014,19059018,65000000,-71,Australia,Fantasy,loss,308,Australia,-35.26666667,149.133333,AU
1,"I, Frankenstein ",5.1,2014,19059018,65000000,-71,Australia,Sci-Fi,loss,308,Australia,-35.26666667,149.133333,AU
1,"I, Frankenstein ",5.1,2014,19059018,65000000,-71,Australia,Thriller,loss,308,Australia,-35.26666667,149.133333,AU
1,Crocodile Dundee II ,5.5,1988,109306210,15800000,592,Australia,Action,profit,32,Australia,-35.26666667,149.133333,AU
1,Crocodile Dundee II ,5.5,1988,109306210,15800000,592,Australia,Adventure,profit,32,Australia,-35.26666667,149.133333,AU
1,Crocodile Dundee II ,5.5,1988,109306210,15800000,592,Australia,Comedy,profit,32,Australia,-35.26666667,149.133333,AU
1,Daybreakers ,6.5,2009,29975979,20000000,50,Australia,Action,profit,292,Australia,-35.26666667,149.133333,AU
1,Daybreakers ,6.5,2009,29975979,20000000,50,Australia,Horror,profit,292,Australia,-35.26666667,149.133333,AU
1,Daybreakers ,6.5,2009,29975979,20000000,50,Australia,Sci-Fi,profit,292,Australia,-35.26666667,149.133333,AU
1,Daybreakers ,6.5,2009,29975979,20000000,50,Australia,Thriller,profit,292,Australia,-35.26666667,149.133333,AU
1,The Railway Man ,7.1,2013,4435083,18000000,-75,Australia,Biography,loss,186,Australia,-35.26666667,149.133333,AU
1,The Railway Man ,7.1,2013,4435083,18000000,-75,Australia,Drama,loss,186,Australia,-35.26666667,149.133333,AU
1,The Railway Man ,7.1,2013,4435083,18000000,-75,Australia,Romance,loss,186,Australia,-35.26666667,149.133333,AU
1,The Railway Man ,7.1,2013,4435083,18000000,-75,Australia,War,loss,186,Australia,-35.26666667,149.133333,AU
1,The Children of Huang Shi ,7.1,2008,1027749,40000000,-97,Australia,Drama,loss,67,Australia,-35.26666667,149.133333,AU
1,The Children of Huang Shi ,7.1,2008,1027749,40000000,-97,Australia,War,loss,67,Australia,-35.26666667,149.133333,AU
1,Bran Nue Dae ,6.3,2009,110029,6500000,-98,Australia,Comedy,loss,33,Australia,-35.26666667,149.133333,AU
1,Bran Nue Dae ,6.3,2009,110029,6500000,-98,Australia,Drama,loss,33,Australia,-35.26666667,149.133333,AU
1,Bran Nue Dae ,6.3,2009,110029,6500000,-98,Australia,Musical,loss,33,Australia,-35.26666667,149.133333,AU
1,Babe: Pig in the City ,5.8,1998,18318000,80000000,-77,Australia,Adventure,loss,61,Australia,-35.26666667,149.133333,AU
1,Babe: Pig in the City ,5.8,1998,18318000,80000000,-77,Australia,Comedy,loss,61,Australia,-35.26666667,149.133333,AU
1,Babe: Pig in the City ,5.8,1998,18318000,80000000,-77,Australia,Drama,loss,61,Australia,-35.26666667,149.133333,AU
1,Babe: Pig in the City ,5.8,1998,18318000,80000000,-77,Australia,Family,loss,61,Australia,-35.26666667,149.133333,AU
1,Babe: Pig in the City ,5.8,1998,18318000,80000000,-77,Australia,Fantasy,loss,61,Australia,-35.26666667,149.133333,AU
1,Babe ,6.8,1995,66600000,30000000,122,Australia,Comedy,profit,79,Australia,-35.26666667,149.133333,AU
1,Babe ,6.8,1995,66600000,30000000,122,Australia,Drama,profit,79,Australia,-35.26666667,149.133333,AU
1,Babe ,6.8,1995,66600000,30000000,122,Australia,Family,profit,79,Australia,-35.26666667,149.133333,AU
1,Mad Max Beyond Thunderdome ,6.2,1985,36200000,12305523,194,Australia,Action,profit,117,Australia,-35.26666667,149.133333,AU
1,Mad Max Beyond Thunderdome ,6.2,1985,36200000,12305523,194,Australia,Adventure,profit,117,Australia,-35.26666667,149.133333,AU
1,Mad Max Beyond Thunderdome ,6.2,1985,36200000,12305523,194,Australia,Sci-Fi,profit,117,Australia,-35.26666667,149.133333,AU
1,Mad Max Beyond Thunderdome ,6.2,1985,36200000,12305523,194,Australia,Thriller,profit,117,Australia,-35.26666667,149.133333,AU
1,Psycho Beach Party ,6.3,2000,265107,1500000,-82,Australia,Comedy,loss,51,Australia,-35.26666667,149.133333,AU
1,Psycho Beach Party ,6.3,2000,265107,1500000,-82,Australia,Horror,loss,51,Australia,-35.26666667,149.133333,AU
1,Psycho Beach Party ,6.3,2000,265107,1500000,-82,Australia,Mystery,loss,51,Australia,-35.26666667,149.133333,AU
1,Rabbit-Proof Fence ,7.5,2002,6165429,6000000,3,Australia,Adventure,profit,74,Australia,-35.26666667,149.133333,AU
1,Rabbit-Proof Fence ,7.5,2002,6165429,6000000,3,Australia,Biography,profit,74,Australia,-35.26666667,149.133333,AU
1,Rabbit-Proof Fence ,7.5,2002,6165429,6000000,3,Australia,Drama,profit,74,Australia,-35.26666667,149.133333,AU
1,Rabbit-Proof Fence ,7.5,2002,6165429,6000000,3,Australia,History,profit,74,Australia,-35.26666667,149.133333,AU
1,Critical Care ,6,1997,141853,12000000,-99,Australia,Comedy,loss,25,Australia,-35.26666667,149.133333,AU
1,Critical Care ,6,1997,141853,12000000,-99,Australia,Drama,loss,25,Australia,-35.26666667,149.133333,AU
1,Crocodile Dundee ,6.5,1986,174635000,8800000,1884,Australia,Adventure,profit,35,Australia,-35.26666667,149.133333,AU
1,Crocodile Dundee ,6.5,1986,174635000,8800000,1884,Australia,Comedy,profit,35,Australia,-35.26666667,149.133333,AU
1,Mad Max: Fury Road ,8.1,2015,153629485,150000000,2,Australia,Action,profit,739,Australia,-35.26666667,149.133333,AU
1,Mad Max: Fury Road ,8.1,2015,153629485,150000000,2,Australia,Adventure,profit,739,Australia,-35.26666667,149.133333,AU
1,Mad Max: Fury Road ,8.1,2015,153629485,150000000,2,Australia,Sci-Fi,profit,739,Australia,-35.26666667,149.133333,AU
1,Mad Max: Fury Road ,8.1,2015,153629485,150000000,2,Australia,Thriller,profit,739,Australia,-35.26666667,149.133333,AU
1,Crocodile Dundee in Los Angeles ,4.8,2001,25590119,21150000,21,Australia,Adventure,profit,71,Australia,-35.26666667,149.133333,AU
1,Crocodile Dundee in Los Angeles ,4.8,2001,25590119,21150000,21,Australia,Comedy,profit,71,Australia,-35.26666667,149.133333,AU
1,Crocodile Dundee in Los Angeles ,4.8,2001,25590119,21150000,21,Australia,Crime,profit,71,Australia,-35.26666667,149.133333,AU
1,House of Wax ,5.3,2005,32048809,30000000,7,Australia,Horror,profit,228,Australia,-35.26666667,149.133333,AU
1,Dark City ,7.7,1998,14337579,27000000,-47,Australia,Action,loss,222,Australia,-35.26666667,149.133333,AU
1,Dark City ,7.7,1998,14337579,27000000,-47,Australia,Drama,loss,222,Australia,-35.26666667,149.133333,AU
1,Dark City ,7.7,1998,14337579,27000000,-47,Australia,Fantasy,loss,222,Australia,-35.26666667,149.133333,AU
1,Dark City ,7.7,1998,14337579,27000000,-47,Australia,Mystery,loss,222,Australia,-35.26666667,149.133333,AU
1,Dark City ,7.7,1998,14337579,27000000,-47,Australia,Sci-Fi,loss,222,Australia,-35.26666667,149.133333,AU
1,Dark City ,7.7,1998,14337579,27000000,-47,Australia,Thriller,loss,222,Australia,-35.26666667,149.133333,AU
1,Travelers and Magicians ,7.5,2003,505295,1800000,-72,Australia,Adventure,loss,44,Australia,-35.26666667,149.133333,AU
1,Travelers and Magicians ,7.5,2003,505295,1800000,-72,Australia,Drama,loss,44,Australia,-35.26666667,149.133333,AU
1,The Great Gatsby ,7.3,2013,144812796,105000000,38,Australia,Drama,profit,490,Australia,-35.26666667,149.133333,AU
1,The Great Gatsby ,7.3,2013,144812796,105000000,38,Australia,Romance,profit,490,Australia,-35.26666667,149.133333,AU
1,Three to Tango ,6.1,1999,10544143,20000000,-47,Australia,Comedy,loss,81,Australia,-35.26666667,149.133333,AU
1,Three to Tango ,6.1,1999,10544143,20000000,-47,Australia,Romance,loss,81,Australia,-35.26666667,149.133333,AU
1,Jindabyne ,6.4,2006,399879,15000000,-97,Australia,Crime,loss,75,Australia,-35.26666667,149.133333,AU
1,Jindabyne ,6.4,2006,399879,15000000,-97,Australia,Drama,loss,75,Australia,-35.26666667,149.133333,AU
1,Jindabyne ,6.4,2006,399879,15000000,-97,Australia,Mystery,loss,75,Australia,-35.26666667,149.133333,AU
1,Jindabyne ,6.4,2006,399879,15000000,-97,Australia,Thriller,loss,75,Australia,-35.26666667,149.133333,AU
1,Disturbing Behavior ,5.5,1998,17411331,15000000,16,Australia,Horror,profit,96,Australia,-35.26666667,149.133333,AU
1,Disturbing Behavior ,5.5,1998,17411331,15000000,16,Australia,Mystery,profit,96,Australia,-35.26666667,149.133333,AU
1,Disturbing Behavior ,5.5,1998,17411331,15000000,16,Australia,Sci-Fi,profit,96,Australia,-35.26666667,149.133333,AU
1,Disturbing Behavior ,5.5,1998,17411331,15000000,16,Australia,Thriller,profit,96,Australia,-35.26666667,149.133333,AU
1,The Phantom ,4.9,1996,17300889,45000000,-62,Australia,Action,loss,60,Australia,-35.26666667,149.133333,AU
1,The Phantom ,4.9,1996,17300889,45000000,-62,Australia,Adventure,loss,60,Australia,-35.26666667,149.133333,AU
1,The Phantom ,4.9,1996,17300889,45000000,-62,Australia,Comedy,loss,60,Australia,-35.26666667,149.133333,AU
1,The Phantom ,4.9,1996,17300889,45000000,-62,Australia,Fantasy,loss,60,Australia,-35.26666667,149.133333,AU
1,Quigley Down Under ,6.8,1990,21413105,20000000,7,Australia,Action,profit,20,Australia,-35.26666667,149.133333,AU
1,Quigley Down Under ,6.8,1990,21413105,20000000,7,Australia,Adventure,profit,20,Australia,-35.26666667,149.133333,AU
1,Quigley Down Under ,6.8,1990,21413105,20000000,7,Australia,Drama,profit,20,Australia,-35.26666667,149.133333,AU
1,Quigley Down Under ,6.8,1990,21413105,20000000,7,Australia,Romance,profit,20,Australia,-35.26666667,149.133333,AU
1,Quigley Down Under ,6.8,1990,21413105,20000000,7,Australia,Western,profit,20,Australia,-35.26666667,149.133333,AU
1,The Lego Movie ,7.8,2014,257756197,60000000,330,Australia,Action,profit,435,Australia,-35.26666667,149.133333,AU
1,The Lego Movie ,7.8,2014,257756197,60000000,330,Australia,Adventure,profit,435,Australia,-35.26666667,149.133333,AU
1,The Lego Movie ,7.8,2014,257756197,60000000,330,Australia,Animation,profit,435,Australia,-35.26666667,149.133333,AU
1,The Lego Movie ,7.8,2014,257756197,60000000,330,Australia,Comedy,profit,435,Australia,-35.26666667,149.133333,AU
1,The Lego Movie ,7.8,2014,257756197,60000000,330,Australia,Family,profit,435,Australia,-35.26666667,149.133333,AU
1,The Lego Movie ,7.8,2014,257756197,60000000,330,Australia,Fantasy,profit,435,Australia,-35.26666667,149.133333,AU
1,Fortress ,5.9,1992,6739141,8000000,-16,Australia,Action,loss,58,Australia,-35.26666667,149.133333,AU
1,Fortress ,5.9,1992,6739141,8000000,-16,Australia,Crime,loss,58,Australia,-35.26666667,149.133333,AU
1,Fortress ,5.9,1992,6739141,8000000,-16,Australia,Sci-Fi,loss,58,Australia,-35.26666667,149.133333,AU
1,Fortress ,5.9,1992,6739141,8000000,-16,Australia,Thriller,loss,58,Australia,-35.26666667,149.133333,AU
1,Adore ,6.2,2013,317125,16000000,-98,Australia,Drama,loss,141,Australia,-35.26666667,149.133333,AU
1,Adore ,6.2,2013,317125,16000000,-98,Australia,Romance,loss,141,Australia,-35.26666667,149.133333,AU
1,The Water Diviner ,7.1,2014,4190530,22500000,-81,Australia,Drama,loss,183,Australia,-35.26666667,149.133333,AU
1,The Water Diviner ,7.1,2014,4190530,22500000,-81,Australia,War,loss,183,Australia,-35.26666667,149.133333,AU
1,The Matrix Revolutions ,6.7,2003,139259759,150000000,-7,Australia,Action,loss,245,Australia,-35.26666667,149.133333,AU
1,The Matrix Revolutions ,6.7,2003,139259759,150000000,-7,Australia,Sci-Fi,loss,245,Australia,-35.26666667,149.133333,AU
1,In the Cut ,5.3,2003,4717455,12000000,-61,Australia,Mystery,loss,138,Australia,-35.26666667,149.133333,AU
1,In the Cut ,5.3,2003,4717455,12000000,-61,Australia,Thriller,loss,138,Australia,-35.26666667,149.133333,AU
1,Thunder and the House of Magic ,6.3,2013,4091,34000000,-100,Europe,Adventure,loss,60,Belgium,50.83333333,4.333333,BE
1,Thunder and the House of Magic ,6.3,2013,4091,34000000,-100,Europe,Animation,loss,60,Belgium,50.83333333,4.333333,BE
1,Thunder and the House of Magic ,6.3,2013,4091,34000000,-100,Europe,Comedy,loss,60,Belgium,50.83333333,4.333333,BE
1,Thunder and the House of Magic ,6.3,2013,4091,34000000,-100,Europe,Family,loss,60,Belgium,50.83333333,4.333333,BE
1,Thunder and the House of Magic ,6.3,2013,4091,34000000,-100,Europe,Fantasy,loss,60,Belgium,50.83333333,4.333333,BE
1,The Devil's Double ,7.1,2011,1357042,15000000,-91,Europe,Biography,loss,167,Belgium,50.83333333,4.333333,BE
1,The Devil's Double ,7.1,2011,1357042,15000000,-91,Europe,Drama,loss,167,Belgium,50.83333333,4.333333,BE
1,The Devil's Double ,7.1,2011,1357042,15000000,-91,Europe,Thriller,loss,167,Belgium,50.83333333,4.333333,BE
1,Futuro Beach ,6.1,2014,20262,4000000,-99,South America,Drama,loss,70,Brazil,-15.78333333,-47.916667,BR
1,Elite Squad ,8.1,2007,8060,4000000,-100,South America,Action,loss,142,Brazil,-15.78333333,-47.916667,BR
1,Elite Squad ,8.1,2007,8060,4000000,-100,South America,Crime,loss,142,Brazil,-15.78333333,-47.916667,BR
1,Elite Squad ,8.1,2007,8060,4000000,-100,South America,Drama,loss,142,Brazil,-15.78333333,-47.916667,BR
1,Elite Squad ,8.1,2007,8060,4000000,-100,South America,Thriller,loss,142,Brazil,-15.78333333,-47.916667,BR
1,The Second Mother ,7.9,2015,375723,4000000,-91,South America,Comedy,loss,111,Brazil,-15.78333333,-47.916667,BR
1,The Second Mother ,7.9,2015,375723,4000000,-91,South America,Drama,loss,111,Brazil,-15.78333333,-47.916667,BR
1,Central Station ,8,1998,5595428,2900000,93,South America,Drama,profit,71,Brazil,-15.78333333,-47.916667,BR
1,City of God ,8.7,2002,7563397,3300000,129,South America,Crime,profit,214,Brazil,-15.78333333,-47.916667,BR
1,City of God ,8.7,2002,7563397,3300000,129,South America,Drama,profit,214,Brazil,-15.78333333,-47.916667,BR
1,Fido ,6.8,2006,298110,8000000,-96,Central America,Comedy,loss,140,Canada,45.41666667,-75.7,CA
1,Fido ,6.8,2006,298110,8000000,-96,Central America,Drama,loss,140,Canada,45.41666667,-75.7,CA
1,Fido ,6.8,2006,298110,8000000,-96,Central America,Horror,loss,140,Canada,45.41666667,-75.7,CA
1,Fido ,6.8,2006,298110,8000000,-96,Central America,Sci-Fi,loss,140,Canada,45.41666667,-75.7,CA
1,Men with Brooms ,6,2002,4239767,7500000,-43,Central America,Comedy,loss,9,Canada,45.41666667,-75.7,CA
1,Men with Brooms ,6,2002,4239767,7500000,-43,Central America,Drama,loss,9,Canada,45.41666667,-75.7,CA
1,Men with Brooms ,6,2002,4239767,7500000,-43,Central America,Romance,loss,9,Canada,45.41666667,-75.7,CA
1,Men with Brooms ,6,2002,4239767,7500000,-43,Central America,Sport,loss,9,Canada,45.41666667,-75.7,CA
1,Where the Truth Lies ,6.5,2005,871527,25000000,-97,Central America,Crime,loss,97,Canada,45.41666667,-75.7,CA
1,Where the Truth Lies ,6.5,2005,871527,25000000,-97,Central America,Drama,loss,97,Canada,45.41666667,-75.7,CA
1,Where the Truth Lies ,6.5,2005,871527,25000000,-97,Central America,Mystery,loss,97,Canada,45.41666667,-75.7,CA
1,Where the Truth Lies ,6.5,2005,871527,25000000,-97,Central America,Thriller,loss,97,Canada,45.41666667,-75.7,CA
1,Beyond the Black Rainbow ,6.1,2010,56129,1100000,-95,Central America,Sci-Fi,loss,97,Canada,45.41666667,-75.7,CA
1,Beyond the Black Rainbow ,6.1,2010,56129,1100000,-95,Central America,Thriller,loss,97,Canada,45.41666667,-75.7,CA
1,The Sweet Hereafter ,7.7,1997,4306697,5000000,-14,Central America,Drama,loss,120,Canada,45.41666667,-75.7,CA
1,Cube ,7.3,1997,489220,365000,34,Central America,Mystery,profit,99,Canada,45.41666667,-75.7,CA
1,Cube ,7.3,1997,489220,365000,34,Central America,Sci-Fi,profit,99,Canada,45.41666667,-75.7,CA
1,Cube ,7.3,1997,489220,365000,34,Central America,Thriller,profit,99,Canada,45.41666667,-75.7,CA
1,Blindness ,6.6,2008,3073392,25000000,-88,Central America,Drama,loss,229,Canada,45.41666667,-75.7,CA
1,Blindness ,6.6,2008,3073392,25000000,-88,Central America,Mystery,loss,229,Canada,45.41666667,-75.7,CA
1,Blindness ,6.6,2008,3073392,25000000,-88,Central America,Sci-Fi,loss,229,Canada,45.41666667,-75.7,CA
1,Blindness ,6.6,2008,3073392,25000000,-88,Central America,Thriller,loss,229,Canada,45.41666667,-75.7,CA
1,Eddie: The Sleepwalking Cannibal ,5.7,2012,1521,1500000,-100,Central America,Comedy,loss,56,Canada,45.41666667,-75.7,CA
1,Eddie: The Sleepwalking Cannibal ,5.7,2012,1521,1500000,-100,Central America,Horror,loss,56,Canada,45.41666667,-75.7,CA
1,Splice ,5.8,2009,16999046,26000000,-35,Central America,Drama,loss,368,Canada,45.41666667,-75.7,CA
1,Splice ,5.8,2009,16999046,26000000,-35,Central America,Horror,loss,368,Canada,45.41666667,-75.7,CA
1,Splice ,5.8,2009,16999046,26000000,-35,Central America,Sci-Fi,loss,368,Canada,45.41666667,-75.7,CA
1,The Masked Saint ,4.7,2016,123777,3500000,-96,Central America,Action,loss,9,Canada,45.41666667,-75.7,CA
1,The Masked Saint ,4.7,2016,123777,3500000,-96,Central America,Biography,loss,9,Canada,45.41666667,-75.7,CA
1,The Masked Saint ,4.7,2016,123777,3500000,-96,Central America,Crime,loss,9,Canada,45.41666667,-75.7,CA
1,The Masked Saint ,4.7,2016,123777,3500000,-96,Central America,Drama,loss,9,Canada,45.41666667,-75.7,CA
1,The Masked Saint ,4.7,2016,123777,3500000,-96,Central America,Family,loss,9,Canada,45.41666667,-75.7,CA
1,The Masked Saint ,4.7,2016,123777,3500000,-96,Central America,Fantasy,loss,9,Canada,45.41666667,-75.7,CA
1,Inescapable ,5.2,2012,4063,4000000,-100,Central America,Drama,loss,36,Canada,45.41666667,-75.7,CA
1,Inescapable ,5.2,2012,4063,4000000,-100,Central America,Mystery,loss,36,Canada,45.41666667,-75.7,CA
1,Inescapable ,5.2,2012,4063,4000000,-100,Central America,Romance,loss,36,Canada,45.41666667,-75.7,CA
1,Inescapable ,5.2,2012,4063,4000000,-100,Central America,Thriller,loss,36,Canada,45.41666667,-75.7,CA
1,Highlander: The Final Dimension ,4.3,1994,13829734,26000000,-47,Central America,Action,loss,32,Canada,45.41666667,-75.7,CA
1,Highlander: The Final Dimension ,4.3,1994,13829734,26000000,-47,Central America,Fantasy,loss,32,Canada,45.41666667,-75.7,CA
1,Highlander: The Final Dimension ,4.3,1994,13829734,26000000,-47,Central America,Romance,loss,32,Canada,45.41666667,-75.7,CA
1,Highlander: The Final Dimension ,4.3,1994,13829734,26000000,-47,Central America,Sci-Fi,loss,32,Canada,45.41666667,-75.7,CA
1,The Red Violin ,7.7,1998,9473382,10000000,-5,Central America,Drama,loss,94,Canada,45.41666667,-75.7,CA
1,The Red Violin ,7.7,1998,9473382,10000000,-5,Central America,Music,loss,94,Canada,45.41666667,-75.7,CA
1,The Red Violin ,7.7,1998,9473382,10000000,-5,Central America,Mystery,loss,94,Canada,45.41666667,-75.7,CA
1,The Red Violin ,7.7,1998,9473382,10000000,-5,Central America,Romance,loss,94,Canada,45.41666667,-75.7,CA
1,Defendor ,6.8,2009,37606,3500000,-99,Central America,Comedy,loss,78,Canada,45.41666667,-75.7,CA
1,Defendor ,6.8,2009,37606,3500000,-99,Central America,Crime,loss,78,Canada,45.41666667,-75.7,CA
1,Defendor ,6.8,2009,37606,3500000,-99,Central America,Drama,loss,78,Canada,45.41666667,-75.7,CA
1,Snow Dogs ,5.1,2002,81150692,35000000,132,Central America,Adventure,profit,67,Canada,45.41666667,-75.7,CA
1,Snow Dogs ,5.1,2002,81150692,35000000,132,Central America,Comedy,profit,67,Canada,45.41666667,-75.7,CA
1,Snow Dogs ,5.1,2002,81150692,35000000,132,Central America,Family,profit,67,Canada,45.41666667,-75.7,CA
1,Snow Dogs ,5.1,2002,81150692,35000000,132,Central America,Sport,profit,67,Canada,45.41666667,-75.7,CA
1,Max Payne ,5.4,2008,40687294,35000000,16,Central America,Action,profit,228,Canada,45.41666667,-75.7,CA
1,Max Payne ,5.4,2008,40687294,35000000,16,Central America,Crime,profit,228,Canada,45.41666667,-75.7,CA
1,Max Payne ,5.4,2008,40687294,35000000,16,Central America,Drama,profit,228,Canada,45.41666667,-75.7,CA
1,Max Payne ,5.4,2008,40687294,35000000,16,Central America,Mystery,profit,228,Canada,45.41666667,-75.7,CA
1,Max Payne ,5.4,2008,40687294,35000000,16,Central America,Thriller,profit,228,Canada,45.41666667,-75.7,CA
1,Eye of the Beholder ,4.9,1999,16459004,15000000,10,Central America,Drama,profit,88,Canada,45.41666667,-75.7,CA
1,Eye of the Beholder ,4.9,1999,16459004,15000000,10,Central America,Mystery,profit,88,Canada,45.41666667,-75.7,CA
1,Eye of the Beholder ,4.9,1999,16459004,15000000,10,Central America,Thriller,profit,88,Canada,45.41666667,-75.7,CA
1,Street Fighter: The Legend of Chun-Li ,3.7,2009,8742261,18000000,-51,Central America,Action,loss,103,Canada,45.41666667,-75.7,CA
1,Street Fighter: The Legend of Chun-Li ,3.7,2009,8742261,18000000,-51,Central America,Crime,loss,103,Canada,45.41666667,-75.7,CA
1,Street Fighter: The Legend of Chun-Li ,3.7,2009,8742261,18000000,-51,Central America,Drama,loss,103,Canada,45.41666667,-75.7,CA
1,Street Fighter: The Legend of Chun-Li ,3.7,2009,8742261,18000000,-51,Central America,Mystery,loss,103,Canada,45.41666667,-75.7,CA
1,Street Fighter: The Legend of Chun-Li ,3.7,2009,8742261,18000000,-51,Central America,Thriller,loss,103,Canada,45.41666667,-75.7,CA
1,Silent Hill ,6.6,2006,46982632,50000000,-6,Central America,Adventure,loss,267,Canada,45.41666667,-75.7,CA
